Id,Price
3944,183793.04274138474
10359,200629.88052905776
15158,199155.5666419261
3259,268693.75656624604
7220,330963.3380496574
13843,204612.1992985044
16736,175424.5487650799
702,238587.99654975906
16401,101367.36040098054
12134,181210.02525693207
6918,228771.043576282
11792,127033.83434678495
3798,140961.7576031168
10395,124377.22109486017
11099,119573.45626167028
7090,196100.30381014655
11260,196152.60848055006
9647,209686.26653819156
2903,398596.97687073395
2071,183014.21504908902
8604,187624.52968540345
9346,206298.12050969742
3945,206765.3973270717
3420,131769.47626262053
10842,129812.91670925304
725,158322.0683637813
13931,202738.45006886407
16330,239519.51606315016
9066,400670.1190238227
3326,303979.7007747793
1556,277886.59753157024
6579,103433.92149465458
13877,143971.0018439914
9857,333399.09089033806
7302,256640.73276791454
5684,200588.12943115708
6513,218944.50724045097
11342,115514.46307072534
16561,247920.35961241554
6885,173377.62829197646
9308,184160.50909977907
2559,193598.11547174476
6648,186541.23850166608
15260,168707.82714542843
5113,177944.7259464335
16492,193745.30230536778
12034,287359.14521322725
7248,194563.72436173834
2171,207879.94035403532
10594,165423.43844038565
13241,185220.05814442466
7032,142139.89072927288
4884,165748.5201812984
903,216819.88217629906
162,172719.12254238897
6566,226415.48283729053
8249,119799.08659213134
13106,174706.44546509936
256,119954.80556304306
7976,166009.6963785174
8575,175051.26288943086
7591,285709.9185798931
3204,199832.42600390315
15804,187913.14742072634
1525,298413.0958047519
9038,203748.50665609262
13628,192605.84773389247
10016,207971.8058510275
10208,244425.3106088515
2008,197486.91337026772
13029,208190.20353532303
5099,125354.93341721347
9923,272409.7695919034
9461,135124.21964180228
11086,162800.0791349648
15057,261298.91448782195
10689,167155.42779436454
2053,223777.91426334818
16630,165830.60946954179
4985,171735.04693358083
13881,255852.4712732716
13225,186085.62227414935
5779,65962.59944390431
10262,190088.85736462497
10762,192861.81533344238
9513,205641.52726933334
11128,138446.0332168333
2074,282285.0289222342
933,191436.72723852328
2780,177794.83243911876
6594,115813.50987109562
15394,311896.9453779602
14863,129860.04845868418
6698,212923.6829316786
1611,263642.82843182393
174,174967.78382317035
5160,204623.77417934022
3295,317007.3488937477
4559,405457.0419491164
8254,183620.3436625123
10228,114384.1807118683
13924,139281.25128490475
15341,236240.2459182652
4353,177329.79409302946
4334,67796.53244069287
1872,151163.55532955902
7823,174889.05313536152
310,142646.43266005092
3704,252563.26112437953
11615,236895.03858769857
6605,214999.80549143703
3381,188704.27939398956
2143,144307.20459267098
3191,267587.4331196577
13980,159095.89142280142
15613,166730.85398659107
10943,313485.96785252425
9654,113051.2382746475
16053,471302.49985943385
14931,221586.2581002603
8299,213729.27736734602
2147,167858.46712870427
11567,508795.26254202635
5905,137029.35839045735
11160,112180.71068667583
8275,151514.55534621413
16398,277847.1484396068
11229,189867.28242625474
10309,163921.60484806713
7340,272748.5494528523
7653,164227.25515321706
272,199512.88699370518
9831,221878.8880153787
5016,164074.30876419923
5968,73155.88881707742
796,234624.9897414447
12123,135799.341359766
16629,174260.50033309992
2637,183784.8401257486
6194,218228.04886946303
6216,380195.41489698255
14346,188679.32223374565
6428,133253.4793885646
2891,230043.5005547541
84,174996.02864647337
9260,206319.71358877645
15250,118856.37553680873
2348,187930.98374628826
10427,260201.23767051127
13230,260029.04564882268
1691,197569.9573326751
8803,126429.81024920031
5464,269531.96349353704
10559,115069.1165465785
16787,306875.76286161924
4278,159323.85960344365
6183,164997.89466358625
12775,166454.09362091275
10104,186897.80388107314
13663,193140.0839754915
9404,255189.2563429371
14724,215431.6429888238
10040,180940.7188950294
4646,194732.41361853454
4754,153525.58813179834
3310,222523.2197008216
2003,197848.4359553093
7312,226877.54453304838
10921,229189.03422244548
13419,275673.80143815273
10105,146667.7013687028
2196,413307.8258865092
12659,226065.67635243424
4380,226355.63051797266
10847,153420.27597809667
10805,275670.1128303328
8709,97068.91903547758
8319,174649.24493028794
2215,181534.96482181892
7000,195791.8929922448
7701,113088.73934321491
9678,181353.8738518323
14026,240492.8903332445
7971,171638.89742474112
13734,143799.07522671708
16483,193517.13634907585
6150,218518.78486728307
2931,279180.06728533545
5418,193416.1168810337
1662,526375.2517446462
2441,214978.79412716406
669,116868.43702216222
7734,190858.1049987875
6010,226211.32940660825
266,137502.8153430153
632,140245.77368566731
16221,105152.70551748223
11832,177918.46495399275
5035,109620.90236141189
37,106237.07111371157
6168,183788.43250490702
11757,186546.52550144203
8086,124803.63054895008
6529,241042.1287094716
15121,179254.84248631098
13904,145715.2660806723
3711,187454.0719117305
16563,122494.16652971189
14494,165911.33617083632
3006,217687.00835872308
15299,97615.75297033899
92,265403.58409484575
8066,217888.52114662566
16071,208286.46925017907
10662,123958.81475255854
3883,251517.63410173726
5511,117470.82667684135
2821,254022.034051845
9570,194203.43040797635
4326,237133.4489686312
9251,238457.82494478644
9031,212021.7860485502
12689,164597.11219774102
16380,236684.23729734286
1053,244863.812306417
4568,175567.04527996242
16140,115885.61420087125
14356,378785.11004262796
8466,177620.1449800678
15652,142441.34652075032
3285,110022.07785770172
3198,161600.19948013037
14088,420264.5356763976
2268,130069.44960075393
15472,194868.12974616315
1203,195643.08202278597
7157,339436.529054467
6886,189066.8685162179
5083,235995.4906424211
7467,113374.3364126046
14068,195672.07802419868
2080,182339.25673362226
10865,155529.7505221557
13516,181270.1697276343
14150,213960.87322571245
7609,112315.01191398615
2144,388199.8156764806
10357,194118.70829302742
2396,257838.6346544156
1526,407101.8415781727
10890,265268.3254049061
8638,464769.37518561614
6050,255117.5743061344
7639,106334.20216045021
10544,196629.01688613556
9577,222815.87602708917
13195,210712.59538606883
3484,223753.69845855288
16668,456367.8265212083
7171,176746.9729935262
8547,211683.95138985774
12735,208695.7366499069
9093,194533.5433326266
15323,249144.79046698794
14897,141614.60317612975
5135,138825.10198817903
5327,183314.46277897642
13133,240445.8508299005
1676,312392.28246329137
16296,289702.1990803776
1095,142163.44735359924
12528,162179.92128377102
7348,277577.0057988017
11663,170943.46998795716
1803,208237.6065973513
1510,236490.73500093567
16045,210750.9307488192
2900,145459.29678266626
3236,162521.01002617335
1318,216580.09030754236
14948,217133.04597807463
7840,268169.8066822956
15325,182703.51105523153
8700,168346.7904982448
15706,204274.11578721393
14449,175530.12313027133
16117,172739.26708792086
4529,198774.57328069315
11199,191728.124211487
4052,379283.7866626273
821,211754.42014294074
68,279251.37640356185
554,116153.33432298721
452,194625.91880653732
11394,272978.0695638974
11393,162204.2242893014
9535,180344.8676412384
4024,206849.2303224117
10069,202809.7089154154
12007,169807.13862267268
12368,388617.2400000122
1259,355037.85802422854
1124,337160.84718506364
3707,198726.39510477983
8767,170952.2318580199
1919,167371.12098798848
16741,159445.10428507836
6664,289128.9998011971
5688,392103.186935639
7799,154120.22499488064
14843,322097.9836871222
7532,149817.9583427309
8133,165452.767400422
6264,312766.5665339021
4125,162903.7484730312
2410,175544.2127187099
13607,204299.54013846425
1716,276784.70695633476
1370,126401.94428289683
2273,389903.8136905378
15298,335530.78899779153
4284,257435.52139668234
12303,140986.85882942734
7808,137874.21352561197
2203,146989.9813775745
7237,120973.21167818591
15864,144606.49074214083
2844,149463.16412926122
5729,167518.04027702686
11812,365858.2223928597
1779,154178.90829581273
6442,136265.6306604378
6160,208401.06555531628
8266,197418.4693314683
9903,154862.10330249785
2867,139761.33460074628
6998,182896.91875212334
13932,178686.4008946048
12587,178123.5736822286
3611,260842.6639030327
2646,270677.8946121554
1890,157986.77210767166
860,237543.79032315782
14187,185910.6909328461
12569,291088.5249166219
1276,86426.20523983488
12025,201689.46403916247
4890,293255.15264907776
14410,280745.3539960331
10352,285538.4568636224
11407,195930.35491693523
10384,171651.69853954617
7622,255002.0065635014
12578,161777.34936089913
15820,167231.29916639303
563,187033.85188543028
15226,174349.82862386544
6396,209710.4707536901
6247,143627.99453548683
3339,159553.8423092587
10975,314045.535970335
7475,102101.46368131932
11129,210001.45793533456
3051,246203.12189021814
10232,230714.2957074914
14106,183409.70199748955
5502,228436.15674307334
4558,70867.44816836575
4181,146729.55014335425
8426,127116.83952255166
6611,161233.3210708994
14641,137002.32891476265
15539,273708.3408827112
13119,120712.27624862308
11716,172227.29165791857
7316,248020.73118248157
7791,111237.57772309073
13034,323281.5031734264
1068,259350.15509050887
4060,157497.33022489597
10172,220944.08202114992
2591,200777.18949755977
12494,326004.4085899338
7828,319735.302410691
15284,176143.21126648877
7947,174000.20444650255
16335,222864.04720188602
10234,347192.2784434626
2797,253779.2688317504
5341,241720.59149231753
3059,270225.0852046624
1559,67796.53244069287
15320,265289.26512839395
10284,350717.8158962314
4134,209101.09025531093
4481,229139.7296950278
7222,181122.2133811441
4062,218151.5908580698
2192,218236.26072930772
9637,179069.09647842005
16236,167336.63898292911
4272,159165.67964216336
9406,292685.60916080105
14309,249735.97143195494
1946,276456.53472842654
16235,234570.62344499465
7146,167673.2723391789
16784,218484.51626931678
349,319842.66865173646
6251,173655.57284913384
5128,388228.20426155993
11718,183597.2490411815
16721,94019.73783082375
12517,192819.16099643
15961,188583.0570394042
9428,157247.47368349924
14541,149514.1759382919
10168,110210.73108417935
11270,157050.82721956074
13210,235974.34685975473
11518,163589.7874163109
12612,193864.7652031366
16352,130853.4849910581
9935,129080.59733880762
15521,288701.91647068126
11482,204470.4493343625
11443,178472.32038536604
9459,249122.70504631128
9218,170861.5719523546
854,133843.8109762982
5619,112972.783219924
9208,174186.3595300808
4391,129535.67625242616
15207,157215.9555624105
7183,187018.65772624558
16442,220736.55906096898
7936,87487.78342687764
10606,386341.23391214706
4979,139427.06677610026
4854,270068.5824844608
16476,123190.9536515085
10516,149207.8159443304
16261,282592.31416917796
90,417645.01660598925
5433,182610.26455901706
14338,141550.41860116532
13487,217107.2393145113
8211,494230.5062168289
170,141146.6086277325
14051,98546.78314829526
10686,200355.28445121183
7595,307960.7059968703
6777,442715.50873630604
14661,175400.25004678755
13991,308524.82087037177
16795,175545.11686080677
2740,135049.2817949672
7368,349336.24201986415
2413,249597.60889738335
1852,489888.8016613687
15200,419083.2952625427
8467,322739.4085170001
16379,271622.5723284299
3375,180557.6848896436
5945,479044.08093156846
2641,183116.96787607713
2837,335893.5434423433
3498,213745.2136714409
10876,155943.7344827379
1285,216110.44004832345
9285,243153.4988576577
4015,318552.9716676762
2526,188151.16174723784
7814,200415.94267925477
7117,351956.69694813085
12359,127700.49841934835
3303,276493.7138859715
13874,168658.7763024747
5484,183737.2779701624
15067,154153.45106163793
12639,223736.29938624275
3388,243147.16320031695
4256,199381.1739204071
15738,214391.80217250006
14049,148716.10392752
15780,186909.58430182032
9564,174592.90477484028
11910,212306.95235963177
11315,234944.35769434206
1733,155659.51376756618
3910,342038.1464082589
7552,499863.3548781569
254,207314.86474267955
5222,218392.54500330097
8314,239231.04367148847
16743,203006.5525781733
10335,108775.45058811171
8226,262025.8946353543
12254,216224.92639447385
13152,211256.92177251232
15020,192749.9659104178
16349,219918.24432514905
11924,145421.8387077583
12543,189097.2596211886
14114,235883.61827396657
12318,250477.9411441483
15383,178861.34069018383
6679,192861.30344201988
635,157309.1394698708
15993,264649.92646916665
11375,214424.26323668688
11216,180690.306165361
15401,217880.88145905425
11301,135725.82286039225
13804,266978.85917529534
10839,198346.42070640653
1588,327045.8495624579
3596,175733.49865041458
5816,173479.13904141207
8099,149446.1869545763
6551,214938.4313649067
14075,509879.5389754005
13431,210602.51571921806
9481,313900.4904527005
5295,147064.4513061299
15859,343751.2470409026
10634,300663.35995521443
444,233194.6815810074
11686,276401.54084177455
1213,216074.4508236883
13970,165578.96643707546
6849,498673.1308847896
9911,269101.7753973493
5649,164030.70027016406
7184,248078.9940044984
5877,279210.987233111
1655,328393.595893743
15301,199220.65412556956
12389,229839.74702282128
5241,260797.90893086954
7048,170242.7136364059
10574,132331.7970706795
8593,115161.93475131012
4752,181666.45878131426
14663,185067.368430514
10994,198694.71129246464
87,72566.30036566978
5132,120279.3567627465
6372,418268.305181989
7411,272898.44897513074
3319,237552.11955474765
9355,121676.19033649763
5139,272571.32738779136
56,293315.7899760249
3249,168742.9598178271
5047,83149.93035908141
13238,385827.03971169563
2190,303802.82985670044
15599,177238.19773542092
6542,179305.58778410312
1968,189357.4776755821
5630,199740.34031316536
9157,222481.75869348276
789,186960.1283564308
1413,265584.1092515348
12514,230918.46380382474
13459,146990.89633493876
1345,217598.72708620236
4034,208160.8657859195
15169,149590.6633215864
6770,254386.4014014144
3334,178419.2906479266
12998,162384.553272936
15870,237543.1108586268
1871,180041.4345905662
5770,142066.2081262515
13196,104087.04844894625
7633,194650.08841051537
10699,213177.49547980487
15470,195084.94203887842
1903,484838.0959908548
13860,235741.534901083
7649,133207.20367317332
11043,263730.4204762315
2922,232043.5680112635
7538,294297.5202074639
9477,114115.8926025245
117,514269.86738078453
1457,250676.1875272357
7082,164165.66527032063
3053,273392.47306699434
12522,105088.56486885986
5744,400206.81754690653
13566,380272.11052980454
1464,141327.37898349308
3852,117416.68198777322
9557,230543.3914772987
14719,402175.42080174864
13978,124297.2164272876
3286,151664.43895428267
13019,321183.21949142177
1421,144787.38987044088
13502,186777.35794959828
14811,130315.2786835042
9297,293807.98207103915
7749,500352.5030547345
16555,138664.81585859938
14576,179728.4248260689
12766,176601.18619169868
4679,132172.312150812
10033,201042.8411185618
11231,287482.10027407884
15112,161971.21720584898
10617,186504.20174148426
2175,172977.5435507711
16502,461807.60276555084
10106,190110.67052656028
12561,154936.3607247684
15907,296322.28602304804
8069,120700.67003307682
8316,134378.44122695862
12343,237894.67901497107
12092,165283.6243516235
1527,174334.2149099447
10010,195682.62365173738
655,110862.2217993351
10549,138694.12174723358
3248,116122.81449935789
13499,304585.4017911052
14959,206528.65559187124
6070,157548.97395099324
11360,211508.4581231695
12102,201740.66729626316
11870,287636.02473553753
3713,174576.57509499765
3230,162616.0956340821
7742,227374.7003323089
15092,333318.93651513563
8728,287075.48059127945
3386,141208.75328736202
9409,148089.7724978178
16545,252526.24752097798
3127,170209.60829416366
11344,175143.51376695276
2112,228988.41503239912
7310,201084.91956476032
6313,217677.36361947746
3681,393851.99908882077
5114,368120.9932045062
270,153995.48377723512
14350,184702.15922900426
12223,344134.0976236521
1066,191845.45911317586
16116,414772.58512554684
11410,503268.3665471747
4088,168652.1366847537
5956,171006.77961341216
14669,172161.52742893115
13871,137591.19491367004
4126,253341.02541446104
12114,202776.20669907104
16607,152366.18140005472
4266,219960.18641210973
13518,184355.8178228623
11856,254042.8821517756
3885,256166.68336333692
8891,179623.36039416728
4964,167153.52126183125
7696,158106.51783352817
6894,121663.45432143523
9766,167154.69012545783
4800,150279.1035648268
2840,195274.1980218754
4743,182206.74400950194
13562,498031.5721834935
8301,194537.03800389136
5405,179268.10143059163
1535,167794.23613567406
9073,130199.53693950328
1698,341305.8471557687
12262,228429.29031379477
6794,182935.8990971212
12701,172636.54244972148
8432,176275.58012015888
13540,136007.95904535157
8629,139787.54570902127
1440,186378.6395319392
8596,204413.77758176855
9575,268877.1926277263
14976,100100.44692926286
3149,197768.09029148967
5157,177812.16737229843
10748,178835.85763650722
9719,393459.555507203
6376,190438.23740982695
9733,172270.31774036578
4749,200506.34164575956
4994,382815.90949923964
538,196221.6410097303
5512,125664.73642207099
9778,160235.5993060103
9761,141205.4400515843
3174,386641.247702684
13429,185833.239345412
10467,72461.06015178376
14129,202622.25640130133
13608,180820.45134551416
11106,143565.9492507272
12048,171258.00555823746
1054,342491.0348305088
3582,257826.9208481786
1566,155825.98690147445
11529,133467.6783168005
11859,143482.75699896994
10582,152964.74702642002
14907,516867.9398008946
14039,174932.84816679827
10489,176103.17911277444
3331,331340.6095260999
10153,240054.21847389077
5271,171569.96802975255
11871,393535.58764532616
776,124447.71214987405
3994,135208.8937088481
9433,67189.21350780867
14275,143766.65370530897
8030,285351.194770461
8169,279268.16268955695
8053,191378.8593305544
4822,242134.85772785186
13197,229007.70918748656
13634,281944.64520640235
8951,193162.23106091493
12176,216831.4215391538
15471,135280.70663332904
14962,124208.1399568483
12512,132660.52631396466
8697,495624.8098542095
7095,221058.07129665252
13639,191288.16940149822
16660,175999.24636442668
5848,149704.11461153036
5386,171725.516382062
10880,284577.4875636766
3954,177141.60698101434
13426,285100.13342858444
5966,201196.44446400914
16315,296061.8257499485
7455,168775.77933448117
11071,224351.56736055287
14740,223157.0321754446
16087,188318.1779797532
8931,256719.2490341014
15289,166343.99011513742
16089,239042.40442451567
12128,183068.9738330666
4724,226192.94513870086
8585,190035.67621420312
7188,253317.02473325393
5423,153631.04570140239
10488,185011.95184566465
5980,228379.62830942002
8376,252216.50829266213
12397,140260.65901886745
16496,181267.02049616174
4891,218534.0462076225
9710,140417.6556069552
6339,177368.1233916392
244,162911.23723532553
5002,233057.96329364728
5358,185389.14637137935
7636,150235.1195659601
9361,317557.0418494806
3601,107141.10229234818
15755,165822.72320642305
172,186485.73169658054
3037,340671.21365074156
577,248615.1538161753
3607,187364.57699786357
2515,115833.3962713276
10413,145760.61699187764
10511,225395.0855227906
4637,469219.9151632925
12736,257065.6033835794
9534,235651.76090629495
11641,188757.05606153235
10419,258832.73035675197
15313,185889.62189384393
14915,194949.47089863534
12409,360461.248913972
9405,129475.02593176169
14066,227025.89274966036
14108,200661.30953656195
11931,232338.81130684272
11464,300878.70563052257
926,143092.29360316452
11190,220489.38131705497
10260,181672.71592041978
12712,216337.5447003296
1234,215486.3740896388
11608,99784.74939504241
3776,249877.38603033227
4881,197297.00438271064
10266,217384.25473290996
3262,242067.49681814297
3576,377486.92615308665
16604,501615.52132115094
8041,180375.77517235902
10691,242968.93534668305
8357,190013.55324157365
11661,150753.38730062175
4453,240196.6039329472
15936,218220.76424444246
8463,241848.36601774595
15770,236408.44465736742
466,177650.45167710006
14965,89983.43457018818
11227,173392.66387315097
9894,270332.31022431963
11746,188119.077455244
4118,152075.07337242534
756,328202.49344224256
15589,199283.53099567155
109,296802.3514483024
5778,222845.4375544916
1731,92155.63650654703
3450,147267.2721222514
2961,195629.72244579342
222,174550.7709867972
11454,339228.1933095147
7339,186858.97789690678
12096,101648.23399623457
14074,193256.69626466322
4058,464860.4025884069
6603,270051.3162120821
3289,107551.43663534014
16681,270859.25896255916
8200,314193.9316100252
3343,271823.44914262096
7802,187307.390026134
2082,384644.990883438
217,262777.64249432296
1720,176931.84526627258
7224,209284.18919082172
6176,131256.48917295816
12571,241166.32124801708
16666,294683.28812278033
8908,194904.1224538782
6914,182523.42966054264
5428,208759.5350220785
381,181881.61453325197
3991,178047.94024221975
16365,238684.90773026965
1046,199333.79487886137
391,150454.7735326514
9212,358667.7500762755
3022,196301.35817231357
9961,117524.66684644508
6764,325784.7394823464
7720,174865.01472679907
4809,223367.46774784758
8877,317896.88025211816
7817,177903.8326516875
10614,112642.07412906807
5553,294744.0431541583
16488,121748.583619975
11002,144925.36568613007
13592,278476.2714910932
15050,231466.86178033586
13553,258335.55657469426
9041,206552.81978826056
5461,444896.23931977816
16274,446800.7732610264
2138,125174.99577867851
6245,166246.35934129107
8245,166770.49833596035
6491,213682.6285799608
13218,204697.8247628016
13101,108205.98143810718
10462,146076.18553470317
4079,177560.8342010782
1506,485347.4732539467
14107,131254.32838131665
12215,252669.39970026643
11576,295372.99475719704
10567,227449.04904744696
12713,208971.36653129692
1468,421728.0397852186
2549,242057.76119687446
4172,240667.7990227315
12380,241421.08094193795
3513,110252.57642560205
8165,295360.48721832724
1127,226058.23389974705
14601,413676.42044619896
15526,332089.8038796818
986,379852.10936849273
14968,206985.39715137891
9348,226627.5399047444
6317,269365.30185730214
7497,92542.2494366936
5079,329168.02817099635
528,169051.49037419408
10964,151133.5397179283
5812,307937.3754486439
11022,205635.85161174648
16251,132401.39940209634
5863,113669.58145658358
8664,211009.8853667016
5396,205745.11496389878
6917,253454.18571729065
12776,123241.68901045536
473,238338.5099202563
13333,214015.04302791652
13023,200505.11358977898
7357,210166.7576526592
10955,442040.2381522727
11914,333152.0962348467
12535,171451.01286829743
11205,194882.5524578777
13209,184794.5463169596
16119,278524.0731459267
2174,289991.13451166986
4834,216178.62100994244
10151,184989.4749221779
5584,200458.44283467057
6672,212530.46370887087
12858,286142.8256960368
5106,172594.6467507431
8884,185298.00654518994
13766,143312.40857952423
12556,122161.04716706598
12910,216906.25983235045
6258,126260.7396994728
7100,235080.4729145123
1793,189385.84077848843
3335,183175.1815149574
12835,193192.09263696906
10591,149158.5194261769
15707,255750.70332549207
16389,155683.78974705687
7440,357216.533622564
6293,179239.87650346718
3937,200349.40533465784
16527,196519.03617339276
5102,264647.09865257365
10734,358791.7163985396
7986,156006.58234406656
6495,96718.87302197274
9571,242358.15613927774
5131,184888.02624913168
10761,354104.29816347436
143,414418.5666604311
13829,172231.4775713624
13662,242556.47261221596
1771,129888.48795144289
5448,195070.10614328788
8594,164909.19037022124
12038,344923.97331466386
16471,177078.05949892037
16764,149072.47009852648
1282,169587.46657441134
15101,269108.55965963023
9473,141443.3909110612
2324,390601.002718425
14448,248562.25523979403
6000,69129.78754167298
2077,140063.5812657567
12960,243659.76300782707
15837,202040.07737258956
8805,234030.56382702716
9987,240819.26358322342
1580,346524.7913504789
11089,127958.75953454783
10926,236523.44809269308
12773,414325.5308959362
6490,275619.1867705281
10858,126945.61076130345
2831,134953.60084108103
16326,154568.50450509205
371,205941.24984661263
8852,188343.95445572297
6713,311670.5918811435
4230,202971.2128204584
3639,219759.80804709447
3642,193263.62156626777
5149,211106.33855736497
2861,198203.69304032586
13300,86969.82951054077
2807,393571.87663367676
5919,99157.37934207318
12716,503475.3868021372
4271,265598.4531821564
16055,256362.94955220315
3747,272529.1302638729
5857,256639.91099907205
6884,356217.1117840249
16027,296545.93758920743
3512,279190.5558619483
5181,184761.57958783943
16732,258153.17472052277
1908,178903.15153638768
12082,176291.08570098892
7286,131378.3570478251
8216,138082.86503637527
6929,317157.1546945037
3950,321592.7555081226
12479,179804.18585728746
877,129347.06306542037
1366,185765.2294730494
384,136467.73911199946
5767,229275.03398200645
6910,154866.55394134586
187,199987.94194210303
10164,290067.8088437796
8603,253444.7076477263
15834,120105.75779033566
3078,136952.062527353
3479,252948.1347180806
6671,228844.47497011736
6078,170422.501271296
16271,140149.92887221422
16191,166888.20669893
11544,188635.27738472325
7781,213818.264067224
14918,315205.0240592833
6238,193569.34351819038
12989,196088.30910934313
11907,197817.89882355844
9696,153738.99957728453
14084,367454.58087378135
3895,144608.81723297888
4367,174686.50826574196
8453,65590.95215654682
7638,337841.05496601714
8373,244425.0723248819
4674,181142.1812126502
15787,143773.95501205116
5903,280083.21324192174
13679,205956.50202645172
9018,399958.6020374161
15823,245554.48384740483
13289,152622.4833182343
9896,192516.762334037
14436,190418.75911671948
5547,254041.7595034137
4048,418043.92917952203
16579,210554.55041254946
8550,199239.34766846444
9385,291232.8866283754
5242,164011.85182011695
31,227725.10559202867
6144,258067.69088426337
3990,191175.90596421817
2523,91090.33793974793
12608,260164.13972103267
7234,178878.286327681
15264,204909.53162602708
9623,207798.5433222236
3161,343787.9566879421
7425,103271.34057071993
13021,279985.5477757178
4044,142984.37740932117
15411,235411.25696423414
979,283117.01817943895
5514,234923.9460036643
4817,165307.2298490618
2115,192705.3327011471
10571,257660.92717564123
8992,233920.28482175243
15546,175639.20100452856
11359,127743.21247047953
11972,181050.48981952164
12838,159481.47377439585
5948,127501.37805964683
422,283990.82238011574
4855,145794.04494314894
16197,113105.62842698423
8926,423273.4348328007
5703,212299.5659227915
8848,208109.88083738278
7039,307363.50301745423
3806,164708.58476494247
15154,230888.4252471013
13132,173492.2196361758
7438,209791.33062673357
4398,211690.0444410257
2440,186577.24782887896
3751,130484.47203345582
1476,185194.1573842994
2264,283228.5372836608
16444,162674.7089820334
10704,151808.13212017983
4033,148493.35772425093
4508,118647.03758274192
16290,234884.50014747004
10387,211956.51350172958
5457,153781.54408642615
4910,266905.7743411761
7451,190417.59285199712
10732,160617.19009689544
8015,135026.83069844183
6148,187922.92479871935
5892,249493.3669895391
7825,225614.1110341449
6851,224836.4801579118
6633,200397.14612490666
2139,263437.60309319175
10213,269025.0365415931
2830,209775.9936716398
13907,138479.9153236734
15897,335762.2377867376
8311,182431.58383552122
14230,208430.53899098418
3878,193625.3879421303
13732,172197.35665878217
12110,181536.69121343407
10675,374425.2581047351
12946,124114.64208922301
16754,221174.03477007526
4394,240803.2140799793
16728,174806.80367545714
14378,319076.4381492773
9949,174898.97728660092
994,168639.28075957083
13258,145318.4379230056
5883,387878.9339960523
6933,362238.86373593117
13193,222932.34541020181
13286,163632.98007224887
13407,373553.3257915665
7512,119368.8985484207
7221,202285.259644777
14428,124748.81272096075
1740,193405.02217717664
3,133489.36310404283
12952,213604.7442557554
11537,139472.3580173941
2558,128719.2772185576
14081,240493.4238401698
3517,234041.68301138823
7149,227865.3313104763
15777,119311.51814367762
8995,235611.79735159758
826,443658.5692241669
509,259231.93970898667
14875,333359.40743547404
6591,144020.8198317974
11283,108424.69347133627
9897,247807.31918100838
14902,186882.30570672537
14291,215637.9716905317
3162,237020.66144459843
4206,190447.1001598788
11580,195054.7866132742
2007,224482.09273990442
14939,308729.61804451473
13572,201200.2947110788
